transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,payment_method,status,transaction_timestamp,city
T0035018,C04045,P010,Backpack,Fashion,1,1751,1751,NETBANKING,SUCCESS,2026-08-22 08:52:09,Jaipur
T0035019,C04224,P020,Cookware,Home,5,2753,13765,WALLET,SUCCESS,2026-08-22 11:41:57,Chennai
T0035020,C03568,P020,Cookware,Home,1,3136,3136,COD,PENDING,2026-08-22 09:32:57,Jaipur
T0035021,C01890,P018,Lamp,Home,4,1111,4444,UPI,SUCCESS,2026-08-22 19:13:14,Jaipur
T0035022,C00389,P001,Laptop,Electronics,1,42753,42753,WALLET,SUCCESS,2026-08-22 06:11:37,Jaipur
T0035023,C04446,P019,Bedsheet,Home,3,1577,4731,CARD,SUCCESS,2026-08-22 06:51:35,Noida
T0035024,C02154,P006,Shoes,Fashion,1,2374,2374,CARD,SUCCESS,2026-08-22 13:27:03,Chennai
T0035025,C04643,P016,Chair,Home,1,3657,3657,CARD,FAILED,2026-08-22 21:18:32,Pune
T0035026,C01316,P004,Television,Electronics,4,37500,150000,NETBANKING,PENDING,2026-08-22 02:42:24,Bangalore
T0035027,C01592,P007,Jeans,Fashion,2,1827,3654,NETBANKING,SUCCESS,2026-08-22 15:40:22,Bangalore
T0035028,C01721,P007,Jeans,Fashion,3,1810,5430,UPI,SUCCESS,2026-08-22 16:58:03,Bangalore
T0035029,C00145,P024,Dumbbells,Sports,5,4470,22350,WALLET,SUCCESS,2026-08-22 04:00:59,Jaipur
T0035030,C01811,P014,Flour,Grocery,4,530,2120,COD,SUCCESS,2026-08-22 16:50:11,Delhi
T0035031,C02241,P016,Chair,Home,1,3604,3604,WALLET,SUCCESS,2026-08-22 20:43:01,Chennai
T0035032,C02880,P023,Yoga Mat,Sports,1,1068,1068,NETBANKING,SUCCESS,2026-08-22 00:45:04,Chennai
T0035033,C04359,P020,Cookware,Home,2,2452,4904,UPI,SUCCESS,2026-08-22 12:29:11,Pune
T0035034,C04094,P002,Mobile,Electronics,5,25702,128510,NETBANKING,SUCCESS,2026-08-22 05:18:46,Bangalore
T0035035,C03080,P024,Dumbbells,Sports,1,5082,5082,NETBANKING,SUCCESS,2026-08-22 18:56:04,Delhi
T0035036,C00073,P006,Shoes,Fashion,5,2144,10720,COD,SUCCESS,2026-08-22 06:44:43,Noida
T0035037,C00757,P024,Dumbbells,Sports,3,4981,14943,NETBANKING,FAILED,2026-08-22 06:45:49,Pune
T0035038,C03359,P018,Lamp,Home,2,1259,2518,CARD,SUCCESS,2026-08-22 11:19:54,Mumbai
T0035039,C04187,P015,Tea,Grocery,3,530,1590,CARD,SUCCESS,2026-08-22 17:40:38,Chennai
T0035040,C04168,P010,Backpack,Fashion,1,1509,1509,NETBANKING,SUCCESS,2026-08-22 04:20:14,Ahmedabad
T0035041,C03198,P024,Dumbbells,Sports,2,5305,10610,WALLET,SUCCESS,2026-08-22 09:37:29,Noida
T0035042,C01738,P001,Laptop,Electronics,5,38871,194355,NETBANKING,SUCCESS,2026-08-22 14:04:59,Bangalore
T0035043,C02360,P004,Television,Electronics,1,38050,38050,NETBANKING,SUCCESS,2026-08-22 02:27:00,Pune
T0035044,C00556,P019,Bedsheet,Home,1,1719,1719,CARD,SUCCESS,2026-08-22 10:58:36,Noida
T0035045,C00807,P004,Television,Electronics,1,31704,31704,CARD,SUCCESS,2026-08-22 18:51:13,Ahmedabad
T0035046,C01712,P003,Headphones,Electronics,3,2404,7212,CARD,SUCCESS,2026-08-22 01:30:10,Hyderabad
T0035047,C03025,P011,Rice Bag,Grocery,2,1124,2248,COD,SUCCESS,2026-08-22 04:53:07,Chennai
T0035048,C01129,P010,Backpack,Fashion,2,1431,2862,WALLET,SUCCESS,2026-08-22 23:47:22,Pune
T0035049,C04185,P016,Chair,Home,4,3152,12608,WALLET,SUCCESS,2026-08-22 06:57:46,Kolkata
T0035050,C00703,P013,Dry Fruits,Grocery,1,1542,1542,COD,SUCCESS,2026-08-22 16:41:50,Jaipur
T0035051,C00683,P023,Yoga Mat,Sports,1,1070,1070,UPI,SUCCESS,2026-08-22 08:09:36,Mumbai
T0035052,C01818,P006,Shoes,Fashion,3,2608,7824,CARD,SUCCESS,2026-08-22 14:41:14,Hyderabad
T0035053,C02399,P006,Shoes,Fashion,5,2670,13350,NETBANKING,SUCCESS,2026-08-22 10:46:19,Hyderabad
T0035054,C03298,P007,Jeans,Fashion,5,1662,8310,NETBANKING,SUCCESS,2026-08-22 10:02:46,Mumbai
T0035055,C03637,P021,Cricket Bat,Sports,1,3827,3827,NETBANKING,SUCCESS,2026-08-22 15:53:29,Noida
T0035056,C02500,P011,Rice Bag,Grocery,5,1424,7120,WALLET,SUCCESS,2026-08-22 13:06:48,Hyderabad
T0035057,C02331,P013,Dry Fruits,Grocery,3,1611,4833,NETBANKING,SUCCESS,2026-08-22 03:07:16,Chennai
T0035058,C03377,P012,Cooking Oil,Grocery,1,948,948,UPI,SUCCESS,2026-08-22 15:21:53,Noida
T0035059,C00298,P010,Backpack,Fashion,5,1627,8135,WALLET,SUCCESS,2026-08-22 02:20:27,Jaipur
T0035060,C02086,P020,Cookware,Home,5,2489,12445,COD,SUCCESS,2026-08-22 13:36:23,Mumbai
T0035061,C04084,P002,Mobile,Electronics,4,25402,101608,WALLET,SUCCESS,2026-08-22 18:28:42,Jaipur
T0035062,C04268,P009,T-Shirt,Fashion,5,885,4425,CARD,FAILED,2026-08-22 02:10:23,Noida
T0035063,C02669,P007,Jeans,Fashion,2,1654,3308,WALLET,SUCCESS,2026-08-22 04:08:45,Hyderabad
T0035064,C02967,P022,Football,Sports,4,1701,6804,CARD,SUCCESS,2026-08-22 02:42:11,Mumbai
T0035065,C00994,P003,Headphones,Electronics,1,2656,2656,WALLET,SUCCESS,2026-08-22 08:07:37,Bangalore
T0035066,C00641,P015,Tea,Grocery,2,426,852,UPI,PENDING,2026-08-22 06:59:19,Delhi
T0035067,C01914,P016,Chair,Home,2,3237,6474,COD,FAILED,2026-08-22 00:49:00,Kolkata
T0035068,C01981,P023,Yoga Mat,Sports,1,829,829,COD,SUCCESS,2026-08-22 03:13:39,Mumbai
T0035069,C02492,P009,T-Shirt,Fashion,5,1074,5370,UPI,SUCCESS,2026-08-22 21:35:51,Pune
T0035070,C00031,P017,Table,Home,4,6190,24760,CARD,SUCCESS,2026-08-22 13:23:55,Pune
T0035071,C04975,P013,Dry Fruits,Grocery,3,1395,4185,UPI,FAILED,2026-08-22 22:13:46,Bangalore
T0035072,C03751,P003,Headphones,Electronics,3,2979,8937,COD,SUCCESS,2026-08-22 20:22:37,Kolkata
T0035073,C02485,P018,Lamp,Home,5,1157,5785,WALLET,SUCCESS,2026-08-22 03:12:16,Noida
T0035074,C02095,P008,Jacket,Fashion,3,3179,9537,COD,FAILED,2026-08-22 01:43:13,Ahmedabad
T0035075,C01182,P002,Mobile,Electronics,2,25872,51744,COD,SUCCESS,2026-08-22 06:27:38,Jaipur
T0035076,C02170,P005,Smartwatch,Electronics,4,5980,23920,CARD,FAILED,2026-08-22 07:33:34,Chennai
T0035077,C03985,P006,Shoes,Fashion,4,2444,9776,CARD,PENDING,2026-08-22 17:11:33,Chennai
T0035078,C01434,P015,Tea,Grocery,3,382,1146,CARD,SUCCESS,2026-08-22 19:00:48,Ahmedabad
T0035079,C04334,P016,Chair,Home,3,3435,10305,COD,SUCCESS,2026-08-22 19:35:14,Mumbai
T0035080,C01904,P011,Rice Bag,Grocery,2,1209,2418,UPI,SUCCESS,2026-08-22 03:12:47,Delhi
T0035081,C02387,P020,Cookware,Home,5,2393,11965,WALLET,SUCCESS,2026-08-22 14:28:42,Pune
T0035082,C02635,P025,Running Shoes,Sports,3,3296,9888,WALLET,SUCCESS,2026-08-22 20:56:02,Ahmedabad
T0035083,C04774,P020,Cookware,Home,2,2501,5002,WALLET,SUCCESS,2026-08-22 04:46:07,Noida
T0035084,C01414,P021,Cricket Bat,Sports,1,3871,3871,NETBANKING,SUCCESS,2026-08-22 13:36:04,Pune
T0035085,C00289,P008,Jacket,Fashion,1,2987,2987,COD,PENDING,2026-08-22 17:42:44,Chennai
T0035086,C03470,P008,Jacket,Fashion,4,2852,11408,WALLET,SUCCESS,2026-08-22 12:39:56,Hyderabad
T0035087,C04877,P010,Backpack,Fashion,4,1448,5792,UPI,SUCCESS,2026-08-22 01:01:49,Kolkata
T0035088,C01990,P004,Television,Electronics,5,29681,148405,UPI,SUCCESS,2026-08-22 16:01:03,Delhi
T0035089,C04252,P008,Jacket,Fashion,3,3004,9012,NETBANKING,SUCCESS,2026-08-22 10:14:21,Kolkata
T0035090,C03946,P024,Dumbbells,Sports,1,4502,4502,CARD,SUCCESS,2026-08-22 06:19:17,Hyderabad
T0035091,C01020,P009,T-Shirt,Fashion,1,973,973,UPI,SUCCESS,2026-08-22 20:17:01,Ahmedabad
T0035092,C04995,P001,Laptop,Electronics,2,40449,80898,CARD,SUCCESS,2026-08-22 22:47:18,Hyderabad
T0035093,C03012,P018,Lamp,Home,1,1169,1169,WALLET,SUCCESS,2026-08-22 11:08:14,Bangalore
T0035094,C02572,P005,Smartwatch,Electronics,1,7420,7420,CARD,FAILED,2026-08-22 21:22:53,Kolkata
T0035095,C01789,P015,Tea,Grocery,3,526,1578,NETBANKING,SUCCESS,2026-08-22 10:01:49,Hyderabad
T0035096,C01221,P024,Dumbbells,Sports,1,4844,4844,WALLET,SUCCESS,2026-08-22 16:45:28,Mumbai
T0035097,C04848,P015,Tea,Grocery,3,418,1254,CARD,SUCCESS,2026-08-22 21:02:40,Ahmedabad
T0035098,C02737,P011,Rice Bag,Grocery,1,1380,1380,WALLET,SUCCESS,2026-08-22 13:30:46,Delhi
T0035099,C04233,P021,Cricket Bat,Sports,3,4737,14211,NETBANKING,SUCCESS,2026-08-22 10:12:54,Pune
T0035100,C00249,P024,Dumbbells,Sports,3,4780,14340,CARD,SUCCESS,2026-08-22 09:24:45,Kolkata
T0035101,C02814,P003,Headphones,Electronics,3,2241,6723,CARD,PENDING,2026-08-22 08:31:11,Noida
T0035102,C00777,P024,Dumbbells,Sports,4,5137,20548,CARD,SUCCESS,2026-08-22 13:01:06,Ahmedabad
T0035103,C03152,P007,Jeans,Fashion,4,1670,6680,NETBANKING,SUCCESS,2026-08-22 05:46:31,Delhi
T0035104,C04129,P004,Television,Electronics,3,35576,106728,UPI,SUCCESS,2026-08-22 10:25:14,Ahmedabad
T0035105,C02115,P018,Lamp,Home,1,1192,1192,NETBANKING,SUCCESS,2026-08-22 00:56:42,Kolkata
T0035106,C04418,P025,Running Shoes,Sports,2,3159,6318,CARD,SUCCESS,2026-08-22 12:51:38,Kolkata
T0035107,C02562,P024,Dumbbells,Sports,3,4627,13881,COD,FAILED,2026-08-22 03:14:53,Mumbai
T0035108,C00696,P015,Tea,Grocery,5,496,2480,NETBANKING,SUCCESS,2026-08-22 12:00:41,Hyderabad
T0035109,C01167,P009,T-Shirt,Fashion,4,1001,4004,NETBANKING,SUCCESS,2026-08-22 17:57:25,Pune
T0035110,C03207,P006,Shoes,Fashion,2,2294,4588,CARD,SUCCESS,2026-08-22 22:50:45,Noida
T0035111,C01892,P002,Mobile,Electronics,3,20209,60627,COD,SUCCESS,2026-08-22 17:08:27,Mumbai
T0035112,C04051,P012,Cooking Oil,Grocery,3,887,2661,CARD,FAILED,2026-08-22 05:26:47,Mumbai
T0035113,C00265,P020,Cookware,Home,4,3106,12424,UPI,SUCCESS,2026-08-22 09:33:14,Delhi
T0035114,C00736,P010,Backpack,Fashion,1,1431,1431,UPI,PENDING,2026-08-22 01:57:27,Delhi
T0035115,C00333,P018,Lamp,Home,4,1425,5700,NETBANKING,SUCCESS,2026-08-22 06:31:22,Noida
T0035116,C03452,P002,Mobile,Electronics,2,23362,46724,CARD,SUCCESS,2026-08-22 22:32:09,Jaipur
T0035117,C00355,P009,T-Shirt,Fashion,4,847,3388,UPI,SUCCESS,2026-08-22 17:00:01,Noida
T0035118,C02663,P004,Television,Electronics,1,37109,37109,COD,SUCCESS,2026-08-22 10:42:14,Noida
T0035119,C04796,P014,Flour,Grocery,4,603,2412,WALLET,SUCCESS,2026-08-22 03:13:25,Kolkata
T0035120,C03311,P007,Jeans,Fashion,3,2004,6012,UPI,SUCCESS,2026-08-22 14:11:25,Noida
T0035121,C03376,P006,Shoes,Fashion,1,2992,2992,UPI,SUCCESS,2026-08-22 09:10:11,Kolkata
T0035122,C02253,P012,Cooking Oil,Grocery,1,812,812,WALLET,SUCCESS,2026-08-22 07:23:53,Chennai
T0035123,C00528,P002,Mobile,Electronics,3,20483,61449,NETBANKING,SUCCESS,2026-08-22 00:40:32,Jaipur
T0035124,C04640,P001,Laptop,Electronics,1,39694,39694,UPI,FAILED,2026-08-22 07:19:36,Chennai
T0035125,C00723,P025,Running Shoes,Sports,2,3852,7704,COD,SUCCESS,2026-08-22 05:19:52,Chennai
T0035126,C04312,P002,Mobile,Electronics,3,21619,64857,WALLET,SUCCESS,2026-08-22 15:16:04,Ahmedabad
T0035127,C04435,P017,Table,Home,4,5971,23884,COD,SUCCESS,2026-08-22 12:51:24,Jaipur
T0035128,C00609,P004,Television,Electronics,2,35734,71468,COD,SUCCESS,2026-08-22 08:29:39,Ahmedabad
T0035129,C01704,P015,Tea,Grocery,1,521,521,WALLET,FAILED,2026-08-22 21:28:21,Delhi
T0035130,C00268,P013,Dry Fruits,Grocery,5,1428,7140,WALLET,SUCCESS,2026-08-22 16:51:45,Chennai
T0035131,C02481,P006,Shoes,Fashion,4,2530,10120,WALLET,SUCCESS,2026-08-22 05:19:07,Jaipur
T0035132,C03833,P018,Lamp,Home,2,1285,2570,CARD,SUCCESS,2026-08-22 01:16:10,Hyderabad
T0035133,C01960,P003,Headphones,Electronics,1,2336,2336,UPI,FAILED,2026-08-22 01:44:38,Noida
T0035134,C01606,P014,Flour,Grocery,1,601,601,WALLET,SUCCESS,2026-08-22 11:45:24,Pune
T0035135,C03228,P022,Football,Sports,4,1511,6044,CARD,FAILED,2026-08-22 10:19:23,Pune
T0035136,C03040,P024,Dumbbells,Sports,3,4206,12618,WALLET,SUCCESS,2026-08-22 12:00:22,Mumbai
T0035137,C00433,P010,Backpack,Fashion,2,1368,2736,COD,SUCCESS,2026-08-22 14:15:28,Chennai
T0035138,C02044,P015,Tea,Grocery,4,463,1852,COD,SUCCESS,2026-08-22 09:13:50,Kolkata
T0035139,C04756,P011,Rice Bag,Grocery,3,1297,3891,COD,SUCCESS,2026-08-22 23:45:39,Pune
T0035140,C02114,P013,Dry Fruits,Grocery,2,1456,2912,UPI,SUCCESS,2026-08-22 10:06:56,Hyderabad
T0035141,C04127,P020,Cookware,Home,5,2439,12195,NETBANKING,PENDING,2026-08-22 14:56:40,Bangalore
T0035142,C04012,P011,Rice Bag,Grocery,4,1351,5404,WALLET,SUCCESS,2026-08-22 18:34:33,Bangalore
T0035143,C01215,P015,Tea,Grocery,3,492,1476,UPI,SUCCESS,2026-08-22 15:09:10,Bangalore
T0035144,C04291,P020,Cookware,Home,5,2449,12245,COD,SUCCESS,2026-08-22 15:35:56,Kolkata
T0035145,C01680,P003,Headphones,Electronics,3,2969,8907,UPI,SUCCESS,2026-08-22 14:50:09,Hyderabad
T0035146,C00027,P010,Backpack,Fashion,5,1641,8205,WALLET,SUCCESS,2026-08-22 02:26:14,Kolkata
T0035147,C01336,P001,Laptop,Electronics,1,53784,53784,COD,SUCCESS,2026-08-22 21:47:59,Ahmedabad
T0035148,C00530,P007,Jeans,Fashion,3,2009,6027,NETBANKING,SUCCESS,2026-08-22 22:49:44,Delhi
T0035149,C03728,P021,Cricket Bat,Sports,1,4377,4377,WALLET,SUCCESS,2026-08-22 09:15:40,Bangalore
T0035150,C04039,P020,Cookware,Home,1,3145,3145,WALLET,SUCCESS,2026-08-22 18:50:45,Pune
T0035151,C00763,P009,T-Shirt,Fashion,5,904,4520,NETBANKING,SUCCESS,2026-08-22 19:06:45,Jaipur
T0035152,C00277,P002,Mobile,Electronics,4,24333,97332,CARD,PENDING,2026-08-22 23:33:33,Delhi
T0035153,C04130,P019,Bedsheet,Home,5,1634,8170,COD,PENDING,2026-08-22 03:20:31,Hyderabad
T0035154,C01127,P021,Cricket Bat,Sports,3,3724,11172,CARD,FAILED,2026-08-22 07:59:46,Kolkata
T0035155,C03914,P021,Cricket Bat,Sports,3,3572,10716,NETBANKING,PENDING,2026-08-22 05:18:47,Delhi
T0035156,C03334,P022,Football,Sports,5,1499,7495,NETBANKING,SUCCESS,2026-08-22 02:32:21,Kolkata
T0035157,C03812,P005,Smartwatch,Electronics,1,7496,7496,WALLET,SUCCESS,2026-08-22 04:38:35,Bangalore
T0035158,C03467,P016,Chair,Home,1,2981,2981,UPI,SUCCESS,2026-08-22 05:40:42,Ahmedabad
T0035159,C02622,P015,Tea,Grocery,5,527,2635,NETBANKING,SUCCESS,2026-08-22 20:51:37,Delhi
T0035160,C04148,P022,Football,Sports,1,1792,1792,WALLET,SUCCESS,2026-08-22 16:24:08,Noida
T0035161,C02506,P014,Flour,Grocery,1,645,645,CARD,SUCCESS,2026-08-22 01:36:50,Delhi
T0035162,C04000,P013,Dry Fruits,Grocery,4,1202,4808,UPI,SUCCESS,2026-08-22 22:08:54,Pune
T0035163,C02244,P014,Flour,Grocery,1,702,702,CARD,SUCCESS,2026-08-22 10:23:50,Hyderabad
T0035164,C00008,P001,Laptop,Electronics,1,48582,48582,UPI,SUCCESS,2026-08-22 22:36:01,Mumbai
T0035165,C02294,P024,Dumbbells,Sports,5,3837,19185,CARD,PENDING,2026-08-22 06:31:03,Jaipur
T0035166,C03849,P001,Laptop,Electronics,3,52967,158901,NETBANKING,SUCCESS,2026-08-22 08:20:27,Kolkata
T0035167,C01972,P018,Lamp,Home,5,1180,5900,CARD,SUCCESS,2026-08-22 06:09:37,Bangalore
T0035168,C04621,P018,Lamp,Home,5,1376,6880,UPI,SUCCESS,2026-08-22 22:58:46,Mumbai
T0035169,C02570,P017,Table,Home,5,6699,33495,NETBANKING,PENDING,2026-08-22 12:48:05,Delhi
T0035170,C00651,P004,Television,Electronics,4,28700,114800,COD,SUCCESS,2026-08-22 08:34:05,Noida
T0035171,C00324,P005,Smartwatch,Electronics,4,6112,24448,CARD,SUCCESS,2026-08-22 04:45:23,Kolkata
T0035172,C00246,P005,Smartwatch,Electronics,4,7116,28464,CARD,SUCCESS,2026-08-22 03:03:02,Bangalore
T0035173,C02618,P016,Chair,Home,1,3339,3339,COD,SUCCESS,2026-08-22 23:23:07,Noida
T0035174,C04400,P025,Running Shoes,Sports,5,3205,16025,CARD,SUCCESS,2026-08-22 13:23:51,Noida
T0035175,C03219,P003,Headphones,Electronics,4,2234,8936,UPI,PENDING,2026-08-22 00:13:31,Mumbai
T0035176,C01583,P024,Dumbbells,Sports,3,4237,12711,COD,PENDING,2026-08-22 00:48:42,Pune
T0035177,C04439,P002,Mobile,Electronics,3,20053,60159,WALLET,SUCCESS,2026-08-22 03:22:14,Chennai
T0035178,C02931,P013,Dry Fruits,Grocery,4,1643,6572,CARD,SUCCESS,2026-08-22 06:53:10,Jaipur
T0035179,C01934,P014,Flour,Grocery,1,648,648,UPI,SUCCESS,2026-08-22 19:00:32,Chennai
T0035180,C00066,P017,Table,Home,1,8026,8026,NETBANKING,SUCCESS,2026-08-22 18:19:00,Pune
T0035181,C03710,P015,Tea,Grocery,1,432,432,NETBANKING,SUCCESS,2026-08-22 17:03:37,Delhi
T0035182,C01332,P009,T-Shirt,Fashion,5,949,4745,COD,FAILED,2026-08-22 08:26:58,Mumbai
T0035183,C02587,P024,Dumbbells,Sports,1,4746,4746,COD,FAILED,2026-08-22 13:52:19,Delhi
T0035184,C01606,P017,Table,Home,5,7296,36480,WALLET,SUCCESS,2026-08-22 15:31:39,Kolkata
T0035185,C00872,P019,Bedsheet,Home,4,1762,7048,COD,SUCCESS,2026-08-22 23:20:15,Kolkata
T0035186,C00281,P001,Laptop,Electronics,3,43646,130938,COD,SUCCESS,2026-08-22 23:49:37,Mumbai
T0035187,C00752,P011,Rice Bag,Grocery,4,1207,4828,NETBANKING,FAILED,2026-08-22 06:26:24,Jaipur
T0035188,C03290,P022,Football,Sports,5,1779,8895,NETBANKING,SUCCESS,2026-08-22 19:49:51,Noida
T0035189,C03755,P017,Table,Home,4,5977,23908,UPI,SUCCESS,2026-08-22 21:11:02,Hyderabad
T0035190,C00355,P019,Bedsheet,Home,4,1631,6524,CARD,SUCCESS,2026-08-22 12:48:50,Kolkata
T0035191,C01293,P015,Tea,Grocery,2,448,896,CARD,SUCCESS,2026-08-22 02:16:57,Delhi
T0035192,C02021,P004,Television,Electronics,4,31508,126032,COD,SUCCESS,2026-08-22 03:15:37,Chennai
T0035193,C04809,P002,Mobile,Electronics,5,26094,130470,COD,SUCCESS,2026-08-22 06:22:37,Jaipur
T0035194,C04191,P016,Chair,Home,1,3128,3128,NETBANKING,SUCCESS,2026-08-22 07:48:34,Chennai
T0035195,C01342,P012,Cooking Oil,Grocery,2,786,1572,NETBANKING,SUCCESS,2026-08-22 14:05:29,Jaipur
T0035196,C00144,P010,Backpack,Fashion,5,1450,7250,NETBANKING,SUCCESS,2026-08-22 02:09:24,Hyderabad
T0035197,C01076,P002,Mobile,Electronics,2,20795,41590,NETBANKING,SUCCESS,2026-08-22 10:21:00,Kolkata
T0035198,C02913,P016,Chair,Home,5,3007,15035,NETBANKING,SUCCESS,2026-08-22 07:39:06,Kolkata
T0035199,C04673,P014,Flour,Grocery,3,550,1650,WALLET,SUCCESS,2026-08-22 13:00:26,Delhi
T0035200,C03880,P002,Mobile,Electronics,4,19292,77168,COD,SUCCESS,2026-08-22 15:21:17,Noida
T0035201,C02945,P020,Cookware,Home,5,3164,15820,UPI,PENDING,2026-08-22 02:17:43,Hyderabad
T0035202,C01736,P006,Shoes,Fashion,3,2622,7866,NETBANKING,PENDING,2026-08-22 17:36:00,Delhi
T0035203,C00578,P024,Dumbbells,Sports,3,4812,14436,UPI,SUCCESS,2026-08-22 10:57:24,Kolkata
T0035204,C03070,P007,Jeans,Fashion,2,2092,4184,CARD,SUCCESS,2026-08-22 08:19:47,Chennai
T0035205,C00824,P012,Cooking Oil,Grocery,4,766,3064,COD,SUCCESS,2026-08-22 17:10:12,Bangalore
T0035206,C01542,P014,Flour,Grocery,4,556,2224,NETBANKING,SUCCESS,2026-08-22 04:51:17,Pune
T0035207,C05000,P019,Bedsheet,Home,3,1616,4848,COD,FAILED,2026-08-22 13:06:49,Bangalore
T0035208,C03360,P011,Rice Bag,Grocery,2,1196,2392,NETBANKING,PENDING,2026-08-22 23:37:01,Kolkata
T0035209,C01129,P023,Yoga Mat,Sports,5,1049,5245,COD,SUCCESS,2026-08-22 12:32:23,Mumbai
T0035210,C00332,P011,Rice Bag,Grocery,3,1052,3156,NETBANKING,SUCCESS,2026-08-22 13:07:34,Bangalore
T0035211,C02031,P021,Cricket Bat,Sports,2,4353,8706,NETBANKING,SUCCESS,2026-08-22 06:03:58,Kolkata
T0035212,C02648,P014,Flour,Grocery,2,564,1128,COD,SUCCESS,2026-08-22 00:08:16,Mumbai
T0035213,C02159,P019,Bedsheet,Home,5,1724,8620,CARD,SUCCESS,2026-08-22 15:33:13,Bangalore
T0035214,C03203,P020,Cookware,Home,3,3304,9912,NETBANKING,SUCCESS,2026-08-22 23:07:25,Jaipur
T0035215,C04498,P016,Chair,Home,4,3975,15900,NETBANKING,SUCCESS,2026-08-22 19:36:25,Kolkata
T0035216,C02023,P017,Table,Home,5,6626,33130,UPI,SUCCESS,2026-08-22 23:53:47,Delhi
T0035217,C00687,P025,Running Shoes,Sports,3,3305,9915,NETBANKING,SUCCESS,2026-08-22 07:37:09,Kolkata
T0035218,C02533,P018,Lamp,Home,4,1128,4512,WALLET,PENDING,2026-08-22 16:44:21,Noida
T0035219,C03764,P002,Mobile,Electronics,5,21829,109145,COD,SUCCESS,2026-08-22 03:34:17,Kolkata
T0035220,C03624,P005,Smartwatch,Electronics,5,6396,31980,NETBANKING,SUCCESS,2026-08-22 18:52:27,Jaipur
T0035221,C02256,P019,Bedsheet,Home,1,1510,1510,CARD,SUCCESS,2026-08-22 20:29:27,Hyderabad
T0035222,C00818,P013,Dry Fruits,Grocery,5,1550,7750,COD,SUCCESS,2026-08-22 07:15:13,Chennai
T0035223,C04335,P001,Laptop,Electronics,1,46693,46693,WALLET,SUCCESS,2026-08-22 20:56:59,Chennai
T0035224,C04921,P025,Running Shoes,Sports,4,3291,13164,COD,PENDING,2026-08-22 02:10:52,Pune
T0035225,C01465,P024,Dumbbells,Sports,2,5042,10084,WALLET,SUCCESS,2026-08-22 17:47:38,Noida
T0035226,C02763,P017,Table,Home,4,8219,32876,NETBANKING,SUCCESS,2026-08-22 08:12:02,Ahmedabad
T0035227,C02935,P021,Cricket Bat,Sports,3,4555,13665,CARD,SUCCESS,2026-08-22 13:05:31,Hyderabad
T0035228,C02070,P017,Table,Home,4,8399,33596,CARD,FAILED,2026-08-22 23:11:32,Kolkata
T0035229,C01753,P003,Headphones,Electronics,5,2284,11420,CARD,SUCCESS,2026-08-22 17:00:23,Ahmedabad
T0035230,C04387,P002,Mobile,Electronics,1,21470,21470,UPI,SUCCESS,2026-08-22 08:33:48,Hyderabad
T0035231,C01340,P022,Football,Sports,5,1739,8695,NETBANKING,PENDING,2026-08-22 11:18:52,Delhi
T0035232,C02166,P019,Bedsheet,Home,4,1806,7224,CARD,SUCCESS,2026-08-22 17:04:47,Pune
T0035233,C00825,P025,Running Shoes,Sports,4,3506,14024,NETBANKING,SUCCESS,2026-08-22 23:00:43,Ahmedabad
T0035234,C00546,P008,Jacket,Fashion,4,3276,13104,UPI,FAILED,2026-08-22 03:08:38,Pune
T0035235,C04334,P020,Cookware,Home,1,3205,3205,COD,SUCCESS,2026-08-22 00:52:35,Noida
T0035236,C03629,P021,Cricket Bat,Sports,2,4381,8762,COD,SUCCESS,2026-08-22 01:12:19,Kolkata
T0035237,C01359,P007,Jeans,Fashion,5,2106,10530,UPI,SUCCESS,2026-08-22 13:14:11,Noida
T0035238,C00444,P016,Chair,Home,1,3772,3772,COD,SUCCESS,2026-08-22 00:43:46,Jaipur
T0035239,C00332,P016,Chair,Home,4,3783,15132,UPI,SUCCESS,2026-08-22 09:03:07,Delhi
T0035240,C01571,P003,Headphones,Electronics,5,2184,10920,COD,SUCCESS,2026-08-22 16:04:38,Delhi
T0035241,C04581,P011,Rice Bag,Grocery,1,1359,1359,COD,SUCCESS,2026-08-22 20:30:15,Bangalore
T0035242,C00588,P007,Jeans,Fashion,2,1855,3710,NETBANKING,SUCCESS,2026-08-22 15:55:22,Delhi
T0035243,C01984,P001,Laptop,Electronics,1,42250,42250,COD,SUCCESS,2026-08-22 21:10:54,Chennai
T0035244,C01796,P006,Shoes,Fashion,4,2819,11276,WALLET,SUCCESS,2026-08-22 11:22:26,Bangalore
T0035245,C02733,P015,Tea,Grocery,5,500,2500,COD,SUCCESS,2026-08-22 06:25:57,Delhi
T0035246,C01492,P022,Football,Sports,1,1525,1525,COD,SUCCESS,2026-08-22 20:58:52,Delhi
T0035247,C00577,P019,Bedsheet,Home,3,1785,5355,CARD,SUCCESS,2026-08-22 21:20:53,Pune
T0035248,C03971,P012,Cooking Oil,Grocery,1,988,988,CARD,SUCCESS,2026-08-22 18:44:38,Pune
T0035249,C00659,P023,Yoga Mat,Sports,5,980,4900,WALLET,PENDING,2026-08-22 04:18:26,Delhi
T0035250,C03366,P003,Headphones,Electronics,4,2562,10248,UPI,SUCCESS,2026-08-22 21:16:39,Ahmedabad
T0035251,C02154,P005,Smartwatch,Electronics,1,6172,6172,COD,SUCCESS,2026-08-22 22:15:46,Chennai
